제품코드,적용시작일자,급여기준,상한가,가산금,투여경로,제품명,규격,단위,업체명,분류번호,주성분코드,전문/일반,퇴장방지,의약품동등성,저가대체가산여부,예외의약품구분,임의조제불가항목,고시일자,대응코드,희귀의약품구분,판매예정일,동일 의약품,청구규격,본인부담률D(30%)여부,본인부담률A(50%)여부,본인부담률B(80%)여부,선별급여여부,변경이전약품코드,변경이후약품코드,ATC코드,ATC코드_명칭,eng_ingredient_from_benefit
051700011,2018-07-25,급여,757,,내복,엔유린오디프스산0.1밀리그램(데스모프레신아세트산염)_(0.1mg/0.45g),1,포,(주)코아팜바이오,241,141401APD,전문의약품,,,,,부신피질호르몬제,,,,,201401523,1,,,,,051700010,,,,desmopressin acetate (as desmopressin 89μg)
051700020,2016-10-01,삭제,,,내복,엔유린오디프스산0.2밀리그램(데스모프레신아세트산염),1,포,(주)코아팜바이오,241,141404APD,전문의약품,,,,,,2015-12-22,,,,,1,,,,,051700020,051700021,,,desmopressin acetate (as desmopressin 0.178mg)
051700021,2018-07-25,급여,1136,,내복,엔유린오디프스산0.2밀리그램(데스모프레신아세트산염)_(0.2mg/0.45g),1,포,(주)코아팜바이오,241,141404APD,전문의약품,,,,,부신피질호르몬제,,,,,201400882,1,,,,,051700020,,,,desmopressin acetate (as desmopressin 0.178mg)
051700030,2022-07-14,급여,534,,내복,에이케어정9.96밀리그램(솔리페나신푸마르산염)_(9.96mg/1정),1,정,(주)코아팜바이오,259,655601ATB,전문의약품,,,,,,2021-08-26,,,,,1,,,,,,,,,solifenacin fumarate 9.96mg
051700040,2022-07-14,급여,534,,내복,에이케어정4.98밀리그램(솔리페나신푸마르산염)_(4.98mg/1정),1,정,(주)코아팜바이오,259,655602ATB,전문의약품,,,,,,2021-08-26,,,,,1,,,,,,,,,solifenacin fumarate 4.98mg
051800010,2017-02-01,급여,28000,,주사,카이바이오텍에프디지주사액(2-데옥시-2-플루오로-D-글루코스(18F)액),1,mCi,(주)카이바이오텍,431,482501BIJ,전문의약품,,,,,,2017-01-20,,,,,1,,,,,,,,,2-deoxy-2-fluoro-D-glucose (18F) injection 0.037GBq(1mCi)
052300031,2023-05-01,급여,1934540,0,주사,"블린사이토주35마이크로그램(블리나투모맙, 유전자재조합)_(38.5μg/1병)",1,병,암젠코리아유한회사,421,647701BIJ,전문의약품,,,,(45),,2023-04-25,,희귀의약품,,,1,Y,,,Y,,,,,blinatumomab 38.5μg
052300041,2026-03-18,급여,108290,,주사,프롤리아프리필드시린지(데노수맙)_(60mg/1mL),1,mL/관,암젠코리아유한회사,399,629001BIJ,전문의약품,,,,,,2025-03-25,,,,,1,,,,,,,,,denosumab 60mg(60mg/mL)
052300061,2026-03-18,급여,171084,,주사,엑스지바주(데노수맙)_(0.12g/1.7mL),1.7,mL/병,암젠코리아유한회사,399,629002BIJ,전문의약품,,,,,,2025-03-25,,,,,1.7,,,,,,,,,denosumab 0.12g(70mg/mL)
052300071,2024-07-01,급여,487999,,주사,키프롤리스주30밀리그램(카르필조밉)_(32mg/1병),1,병,암젠코리아유한회사,421,647802BIJ,전문의약품,,,,,,2024-05-27,,,,,1,,,,,,,,,carfilzomib 30mg
052300081,2024-07-01,급여,975122,,주사,키프롤리스주60밀리그램(카르필조밉)_(61.8mg/1병),1,병,암젠코리아유한회사,421,647801BIJ,전문의약품,,,,,,2024-05-27,,,,,1,,,,,,,,,carfilzomib 60mg
052300091,2023-03-01,급여,121000,,주사,레파타주프리필드펜(에볼로쿠맙)_(0.14g/1mL),1,mL/관,암젠코리아유한회사,218,659501BIJ,전문의약품,,,,,,2023-02-22,,,,,1,,,,,,,,,evolocumab 0.14g(0.14g/mL)
052300111,2024-07-01,급여,123548,,주사,"이베니티주프리필드시린지(로모소주맙, 유전자재조합)_(105mg/1관)",1.17,mL/관,암젠코리아(유),399,680701BIJ,전문의약품,,,,,,2024-05-27,,,,,1.17,,,,,,,,,romosozumab 0.105g(89.7436mg/mL)
052300151,2026-03-18,급여,171084,,주사,엑스지바프리필드시린지(데노수맙)_(0.12g/1mL),1,mL/관,암젠코리아유한회사,399,629003BIJ,전문의약품,,,,,,2025-03-25,,,,,1,,,,,,,,,denosumab 0.12g(0.12g/mL)
052400010,2024-11-01,급여,114,,내복,레트로진정(레보드로프로피진)_(60mg/1정),1,정,(주)인트로바이오파마,222,183102ATB,전문의약품,,생동(사후통보),대체조제가능,,,2024-10-28,,,,,1,,,,,,,,,levodropropizine 60mg
052400021,2021-11-01,삭제,,,내복,인시크란듀오시럽[아목시실린·클라불란산칼륨(7:1)]_(50mL),50(1),mL/병,(주)인트로바이오파마,618,535000ASY,전문의약품,,,,,,2021-04-23,,,,,1,,,,,052400021,,,,amoxicillin 2g(40mg/mL)
052400031,2021-11-01,삭제,,,내복,인시크란네오시럽[아목시실린·클라불란산칼륨(14:1)]_(50mL),50(1),mL/병,(주)인트로바이오파마,618,536300ASY,전문의약품,,,,,,2021-04-23,,,,,1,,,,,052400031,,,,amoxicillin 6g(0.12g/mL)
052400040,2023-05-01,삭제,,,내복,라시딘정150mg(라니티딘염산염)_(0.168g/1정),1,정,(주)인트로바이오파마,232,222801ATB,전문의약품,,생동(사후통보),대체조제가능,,,2023-04-25,,,,,1,,,,,052400040,,,,
052400050,2023-09-05,급여,98,,내복,로페리손정(에페리손염산염)_(50mg/1정),1,정,(주)인트로바이오파마,122,152301ATB,전문의약품,,생동(사후통보),대체조제가능,,,2023-09-01,,,,,1,,,,,,,,,eperisone hydrochloride 50mg
052400060,2020-11-01,삭제,,,내복,미르디스정40mg(텔미사르탄)_(40mg/1정),1,정,(주)인트로바이오파마,214,378801ATB,전문의약품,,생동(사후통보),대체조제가능,,,2020-10-23,,,,,1,,,,,052400060,,,,telmisartan 40mg
052400070,2020-11-01,삭제,,,내복,오메프라캡슐(오메프라졸)_(20mg/1캡슐),1,캡슐,(주)인트로바이오파마,232,204401ACE,전문의약품,,생동(사후통보),대체조제가능,,,2020-10-23,,,,,1,,,,,052400070,,,,omeprazole granule(enteric coated) (as omeprazole 20mg)
052400080,2021-11-01,삭제,,,내복,인듀엣정5mg/20mg_(1정),1,정,(주)인트로바이오파마,219,472400ATB,전문의약품,,생동(사후통보),대체조제가능,,,2021-10-22,,,,,1,,,,,052400080,,,,amlodipine besylate (as amlodipine 5mg)
052400090,2021-11-01,삭제,,,내복,인듀엣정5mg/10mg_(1정),1,정,(주)인트로바이오파마,219,472300ATB,전문의약품,,,,,,2021-10-22,,,,,1,,,,,052400090,,,,amlodipine besylate (as amlodipine 5mg)
052400100,2022-02-01,삭제,,,내복,인패스정4mg(실로도신)_(4mg/1정),1,정,(주)인트로바이오파마,259,504202ATB,전문의약품,,생동(사후통보),대체조제가능,,,2021-07-23,,,,,1,,,,,052400100,,,,silodosin 4mg
052400110,2020-11-01,삭제,,,내복,미르디스정80mg(텔미사르탄)_(80mg/1정),1,정,(주)인트로바이오파마,214,378802ATB,전문의약품,,생동(사후통보),대체조제가능,,,2020-10-23,,,,,1,,,,,052400110,,,,telmisartan 80mg
052400120,2023-09-05,급여,454,,내복,인페나신정5mg(솔리페나신숙신산염)_(5mg/1정),1,정,(주)인트로바이오파마,259,493801ATB,전문의약품,,,,,,2023-09-01,,,,,1,,,,,,,,,solifenacin succinate 5mg
052400130,2023-09-05,급여,454,,내복,인페나신정10mg(솔리페나신숙신산염)_(10mg/1정),1,정,(주)인트로바이오파마,259,493802ATB,전문의약품,,생동(사후통보),대체조제가능,,,2023-09-01,,,,,1,,,,,,,,,solifenacin succinate 10mg
052400140,2023-09-05,급여,583,,내복,로슈바정20mg(로수바스타틴칼슘)_(20.8mg/1정),1,정,(주)인트로바이오파마,218,454002ATB,전문의약품,,,,,,2023-09-01,,,,,1,,,,,,,,,rosuvastatin calcium (as rosuvastatin 20mg)
052400150,2023-09-05,급여,520,,내복,로슈바정10mg(로수바스타틴칼슘)_(10.4mg/1정),1,정,(주)인트로바이오파마,218,454001ATB,전문의약품,,,,,,2023-09-01,,,,,1,,,,,,,,,rosuvastatin calcium (as rosuvastatin 10mg)
052400160,2020-03-01,삭제,,,내복,루코에스캡슐(플루코나졸)_(50mg/1캡슐),1,캡슐,(주)인트로바이오파마,629,159903ACH,전문의약품,,생동(사후통보),대체조제가능,,,2019-08-26,,,,,1,,,,,052400160,058200030,,,fluconazole 50mg
052400170,2020-11-01,삭제,,,내복,발사탄아이정80mg(발사르탄)_(80mg/1정),1,정,(주)인트로바이오파마,214,247101ATB,전문의약품,,생동(사후통보),대체조제가능,,,2020-10-23,,,,,1,,,,,052400170,,,,valsartan 80mg
052400180,2020-03-01,삭제,,,내복,리피틴정10mg(아토르바스타틴칼슘수화물)_(10.85mg/1정),1,정,(주)인트로바이오파마,218,111501ATB,전문의약품,,생동(사후통보),대체조제가능,,,2019-08-26,,,,,1,,,,,052400180,058200040,,,atorvastatin calcium (as atorvastatin 10mg)
052400190,2023-09-05,급여,622,,내복,피나에이블정5밀리그램(피나스테리드)_(5mg/1정),1,정,(주)인트로바이오파마,259,159001ATB,전문의약품,,생동(사후통보),대체조제가능,,,2023-09-01,,,,,1,,,,,,,,,finasteride 5mg
052400200,2023-09-05,급여,454,,내복,벨프란정10mg(라베프라졸나트륨)_(10mg/1정),1,정,(주)인트로바이오파마,232,222201ATE,전문의약품,,생동(사후통보),대체조제가능,,,2023-09-01,,,,,1,,,,,,,,,rabeprazole sodium 10mg
052400210,2022-02-01,삭제,,,내복,인피리드엠정2/500mg_(1정),1,정,(주)인트로바이오파마,396,474300ATB,전문의약품,,생동(사후통보),대체조제가능,,,2021-07-23,,,,,1,,,,,052400210,,,,glimepiride 2mg
052400220,2020-06-01,삭제,,,내복,록세린정(록소프로펜나트륨수화물)_(68.1mg/1정),1,정,(주)인트로바이오파마,114,186101ATB,전문의약품,,생동(사후통보),대체조제가능,,,2019-11-28,,,,,1,,,,,052400220,679601190,,,loxoprofen sodium hydrate (as loxoprofen sodium 60mg)
052400230,2022-02-01,삭제,,,내복,인피리드엠정1/250mg_(1정),1,정,(주)인트로바이오파마,396,474200ATB,전문의약품,,,,,,2021-07-23,,,,,1,,,,,052400230,,,,glimepiride 1mg
052400240,2020-11-01,삭제,,,내복,인시크란정375mg(아목시실린-클라불란산칼륨)_(1정),1,정,(주)인트로바이오파마,618,310600ATB,전문의약품,,생동(사후통보),대체조제가능,,,2020-10-23,,,,,1,,,,,052400240,,,,amoxicillin 0.25g
052400250,2024-11-01,삭제,,,내복,인포스지정5/80mg_(1정),1,정,(주)인트로바이오파마,214,492900ATB,전문의약품,,,,,,2024-10-23,,,,,1,,,,,052400250,,,,amlodipine besylate (as amlodipine 5mg)
052400260,2020-11-01,삭제,,,내복,벨프란정20mg(라베프라졸나트륨)_(20mg/1정),1,정,(주)인트로바이오파마,232,222202ATE,전문의약품,,생동(사후통보),대체조제가능,,,2020-10-23,,,,,1,,,,,052400260,,,,rabeprazole sodium 20mg
052400270,2020-11-01,삭제,,,내복,로사탄아이정100mg(로사르탄칼륨)_(0.1g/1정),1,정,(주)인트로바이오파마,214,185702ATB,전문의약품,,생동(사후통보),대체조제가능,,,2020-10-23,,,,,1,,,,,052400270,,,,losartan potassium (as losartan 91.6mg)
052400280,2024-05-01,삭제,,,내복,인포스지정5/160mg_(1정),1,정,(주)인트로바이오파마,214,492800ATB,전문의약품,,,,,,2024-04-24,,,,,1,,,,,052400280,,,,amlodipine besylate (as amlodipine 5mg)
052400290,2023-09-05,급여,372,,내복,세파크로캡슐250mg(세파클러수화물)_(0.25g/1캡슐),1,캡슐,(주)인트로바이오파마,618,125201ACH,전문의약품,,생동(사후통보),대체조제가능,,,2023-09-01,,,,,1,,,,,,,,,cefaclor hydrate 0.25g
052400300,2024-11-01,삭제,,,내복,인포스지정10/160mg_(1정),1,정,(주)인트로바이오파마,214,495800ATB,전문의약품,,생동(사후통보),대체조제가능,,,2024-10-23,,,,,1,,,,,052400300,,,,amlodipine besylate (as amlodipine 10mg)
052400310,2020-11-01,삭제,,,내복,인시크란정625mg(아목시실린-클라불란산칼륨)_(1정),1,정,(주)인트로바이오파마,618,310700ATB,전문의약품,,생동(사후통보),대체조제가능,,,2020-10-23,,,,,1,,,,,052400310,,,,amoxicillin 0.5g
052400320,2020-03-01,삭제,,,내복,클라오정250mg(클래리트로마이신)_(0.25g/1정),1,정,(주)인트로바이오파마,619,134901ATB,전문의약품,,생동(사후통보),대체조제가능,,,2019-08-26,,,,,1,,,,,052400320,058200010,,,clarithromycin 0.25g
052400330,2018-11-01,삭제,,,내복,인귤레어츄정4mg(몬테루카스트나트륨)_(4.16mg/1정),1,정,(주)인트로바이오파마,149,374603ATB,전문의약품,,생동(사후통보),대체조제가능,,,2018-04-23,,,,,1,,,,,052400330,694001680,,,montelukast sodium (as montelukast 4mg)
052400340,2018-11-01,삭제,,,내복,인귤레어츄정5mg(몬테루카스트나트륨)_(5.2mg/1정),1,정,(주)인트로바이오파마,149,374601ATB,전문의약품,,생동(사후통보),대체조제가능,,,2018-04-23,,,,,1,,,,,052400340,694001690,,,montelukast sodium (as montelukast 5mg)
052400350,2018-11-01,삭제,,,내복,인귤레어정10mg(몬테루카스트나트륨)_(10.4mg/1정),1,정,(주)인트로바이오파마,149,374602ATB,전문의약품,,생동(사후통보),대체조제가능,,,2018-04-23,,,,,1,,,,,052400350,694001670,,,montelukast sodium (as montelukast 10mg)
052400360,2020-03-01,삭제,,,내복,위프라졸정20mg(에스오메프라졸마그네슘이수화물)_(21.69mg/1정),1,정,(주)인트로바이오파마,232,367201ATB,전문의약품,,,,,,2019-08-26,,,,,1,,,,,052400360,058200060,,,esomeprazole magnesium (as esomeprazole 20mg)
052400370,2020-03-01,삭제,,,내복,위프라졸정40mg(에스오메프라졸마그네슘이수화물)_(43.38mg/1정),1,정,(주)인트로바이오파마,232,367202ATB,전문의약품,,생동(사후통보),대체조제가능,,,2019-08-26,,,,,1,,,,,052400370,058200050,,,esomeprazole magnesium (as esomeprazole 40mg)
052400380,2022-06-01,삭제,,0,내복,오큐베리정(빌베리건조엑스)_(0.17g/1정),1,정,(주)인트로바이오파마,131,246603ATB,일반의약품,,,,,,2021-11-29,,,,,1,,,,,,,,,
052400390,2022-04-01,삭제,,,내복,인비스디정_(1정),1,정,(주)인트로바이오파마,232,631800ATB,전문의약품,,,,,,2021-09-27,,,,,1,,,,,052400390,,,,
052400401,2024-07-01,급여,8232,,내복,레디프리산_(2000mL),2000,mL/통,(주)인트로바이오파마,721,616300APD,전문의약품,,,,,,2024-05-27,,,,201405413,2000,,,,,641501650,,,,ascorbic acid 9.4g
052400410,2023-09-05,급여,725,,내복,아이스타정80/5mg_(1정),1,정,(주)인트로바이오파마,214,511500ATB,전문의약품,,생동(사후통보),대체조제가능,,,2023-09-01,,,,,1,,,,,,,,,amlodipine besylate (as amlodipine 5mg)
052400422,2024-07-01,급여,4205,,내복,이노쿨산_(45.26g),45.26,g/2포,(주)인트로바이오파마,721,634700APD,전문의약품,,,,,,2024-05-27,,,,201701113,45.26,,,,,,,,,magnesium sulfate anhydrous 3.2g
052400430,2021-11-01,삭제,,,내복,미르디스플러스정80/12.5mg_(1정),1,정,(주)인트로바이오파마,214,443300ATB,전문의약품,,생동(사후통보),대체조제가능,,,2021-10-22,,,,,1,,,,,052400430,,,,hydrochlorothiazide 12.5mg
052400440,2021-11-01,삭제,,,내복,아르테민정(애엽95%에탄올연조엑스(20→1))_(60mg/1정),1,정,(주)인트로바이오파마,232,430101ATB,전문의약품,,,,,,2021-10-22,,,,,1,,,,,052400440,,,,artemisiae argyi folium 95% ethanol ext.(20→1) 60mg
052400450,2023-09-05,급여,956,,내복,아이렉손정25mg(날트렉손염산염)_(25mg/1정),1,정,(주)인트로바이오파마,392,199202ATB,전문의약품,,,,,,2023-09-01,,,,,1,,,,,,,,,naltrexone hydrochloride 25mg
052400460,2023-09-05,급여,600,,내복,아이스타정40/5mg_(1정),1,정,(주)인트로바이오파마,214,511600ATB,전문의약품,,,,,,2023-09-01,,,,,1,,,,,,,,,amlodipine besylate (as amlodipine 5mg)
052400470,2023-09-05,급여,648,,내복,아이스타정40/10mg_(1정),1,정,(주)인트로바이오파마,214,511700ATB,전문의약품,,,,,,2023-09-01,,,,,1,,,,,,,,,amlodipine besylate (as amlodipine 10mg)
052400490,2023-09-05,급여,162,,내복,엘트라셋정_(1정),1,정,(주)인트로바이오파마,114,513000ATB,전문의약품,,생동(사후통보),대체조제가능,,,2023-09-01,,,,,1,,,,,,,,,acetaminophen 0.325g
052400500,2023-09-05,급여,107,,내복,엘트라셋세미정_(1정),1,정,(주)인트로바이오파마,114,480600ATB,전문의약품,,,,,,2023-09-01,,,,,1,,,,,,,,,acetaminophen 0.1625g
052400520,2023-09-05,급여,126,,내복,아이스틴정10밀리그램(베포타스틴베실산염)_(10mg/1정),1,정,(주)인트로바이오파마,141,453902ATB,전문의약품,,생동(사후통보),대체조제가능,,,2023-09-01,,,,,1,,,,,,,,,bepotastine besilate 10mg
052400530,2023-09-05,급여,161,,내복,아이모틴정20밀리그램(파모티딘)_(20mg/1정),1,정,(주)인트로바이오파마,232,157302ATB,전문의약품,,생동(사후통보),대체조제가능,,,2023-09-01,,,,,1,,,,,,,,,famotidine 20mg
052400540,2023-09-05,급여,230,,내복,아멜록스캡슐7.5밀리그램(멜록시캄)_(7.5mg/1캡슐),1,캡슐,(주)인트로바이오파마,114,189701ACH,전문의약품,,생동(사후통보),대체조제가능,,,2023-09-01,,,,,1,,,,,,,,,meloxicam 7.5mg
052400551,2024-03-01,급여,2122,,외용,플루아이점안액0.1%(플루오로메톨론)_(6mg/6mL),6,mL/병,(주)인트로바이오파마,131,161238COS,전문의약품,,,,,,2024-01-26,,,,201707502,6,,,,,,,,,fluorometholone 6mg(1mg/mL)
052400560,2021-12-01,삭제,,0,내복,도브라정500밀리그램(도베실산칼슘수화물)_(0.5g/1정),1,정,(주)인트로바이오파마,219,148103ATB,전문의약품,,,,,,2021-05-24,,,,,1,,,,,052400560,643705160,,,dobesilate calcium 0.5g
052400571,2023-02-27,급여,4044,0,외용,레보아점안액0.5%(레보플록사신)_(30mg/6mL),6,mL/병,(주)인트로바이오파마,131,183231COS,전문의약품,,생동(사후통보),대체조제가능,,,,,,,201708129,6,,,,,,,,,levofloxacin 30mg(5mg/mL)
052400581,2022-11-01,삭제,,,주사,디클로아이주(디클로페낙나트륨)_(75mg/2mL),2,mL/앰플,(주)인트로바이오파마,114,143535BIJ,전문의약품,,,,,,2022-10-25,,,,,2,,,,,052400581,,,,diclofenac sodium 75mg(37.5mg/mL)
052400590,2023-09-05,급여,156,,내복,도브라정250밀리그램(도베실산칼슘수화물)_(0.25g/1정),1,정,(주)인트로바이오파마,219,148101ATB,전문의약품,,,,,,2023-09-01,,,,,1,,,,,,,,,dobesilate calcium 0.25g
052400600,2021-11-01,삭제,,,내복,아이콜린정(콜린알포세레이트)_(0.4g/1정),1,정,(주)인트로바이오파마,119,138101ATB,전문의약품,,,,,,2021-10-22,,,,,1,,,,,052400600,,,,choline alfoscerate 0.4g
052400610,2018-04-01,급여,832,0,내복,뉴로시드정(알티옥트산트로메타민염)_(0.48g/1정),1,정,(주)인트로바이오파마,399,524901ATB,전문의약품,,생동(사후통보),대체조제가능,,,2018-03-26,,,,,1,,,,,,,,,R-thioctic acid tromethamine 0.48g
052400630,2023-09-05,급여,989,,내복,클로메디정(클로피도그렐황산수소염)_(97.875mg/1정),1,정,(주)인트로바이오파마,218,136901ATB,전문의약품,,생동(사후통보),대체조제가능,,,2023-09-01,,,,,1,,,,,,,,,clopidogrel bisulfate (as clopidogrel 75mg)
052400640,2022-05-01,삭제,,,내복,로팜시정(팜시클로비르)_(0.25g/1정),1,정,(주)인트로바이오파마,629,157201ATB,전문의약품,,생동(사후통보),대체조제가능,,,2022-04-25,,,,,1,,,,,052400640,,,,famciclovir 0.25g
052400650,2018-06-01,급여,103,,내복,엘부틴정(트리메부틴말레산염)_(0.15g/1정),1,정,(주)인트로바이오파마,239,244305ATB,일반의약품,,,,,,2018-05-28,,,,,1,,,,,,,,,trimebutine maleate 0.15g
052400690,2023-09-05,급여,160,,내복,로페낙정(아세클로페낙)_(0.1g/1정),1,정,(주)인트로바이오파마,114,100901ATB,전문의약품,,생동(사후통보),대체조제가능,,,2023-09-01,,,,,1,,,,,,,,,aceclofenac 0.1g
